"instance","label","avgx1","avgx2","avgx3","avgx4","avgx5","avgx6","avgx7","avgx8","avgx9","avgx10","avgx11","avgx12","avgx13","avgx14","avgx15","avgx16","avgx17","avgx18","avgx19","avgx20","avgx21","avgx22","avgx23","avgx24","avgx25","avgx26","avgx27","avgx28","avgy1","avgy2","avgy3","avgy4","avgy5","avgy6","avgy7","avgy8","avgy9","avgy10","avgy11","avgy12","avgy13","avgy14","avgy15","avgy16","avgy17","avgy18","avgy19","avgy20","avgy21","avgy22","avgy23","avgy24","avgy25","avgy26","avgy27","avgy28","transx1","transx2","transx3","transx4","transx5","transx6","transx7","transx8","transx9","transx10","transx11","transx12","transx13","transx14","transx15","transx16","transx17","transx18","transx19","transx20","transx21","transx22","transx23","transx24","transx25","transx26","transx27","transx28","transy1","transy2","transy3","transy4","transy5","transy6","transy7","transy8","transy9","transy10","transy11","transy12","transy13","transy14","transy15","transy16","transy17","transy18","transy19","transy20","transy21","transy22","transy23","transy24","transy25","transy26","transy27","transy28"
32,8,0,0,0,0,0,9.10714285714286,38.75,62.6785714285714,64.1785714285714,52.2142857142857,56.9642857142857,61.0357142857143,81.5357142857143,145.428571428571,146.107142857143,98.6785714285714,61.5714285714286,50.9642857142857,48.8928571428571,50.8928571428571,53.75,45.1428571428571,25.1071428571429,10.0357142857143,0,0,0,0,0,0,0,45.8214285714286,66.3928571428571,70.4642857142857,53.5714285714286,53.2142857142857,46.5,58.7857142857143,63.5357142857143,57.4642857142857,45.8571428571429,44.9285714285714,49.9285714285714,61.75,82.9285714285714,74.8214285714286,62.6785714285714,47.25,67.9285714285714,71.3928571428571,37.8214285714286,0,0,0,0,0,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
33,6,0,0,0,0,0,0,0,0,0,10.1785714285714,76.5357142857143,86.1071428571429,62.0357142857143,50.9642857142857,59.6428571428571,55.75,49.8928571428571,47.0714285714286,33.4642857142857,37.2142857142857,39.9642857142857,19.0714285714286,0,0,0,0,0,0,0,0,0,0,0,0,43.8928571428571,66.8571428571429,44.75,44,48.3214285714286,51.25,61.3214285714286,48.25,16.8571428571429,17.75,17.5714285714286,13.6428571428571,16.1071428571429,17.8214285714286,17.1071428571429,18.9285714285714,17.8571428571429,17.1071428571429,26.2142857142857,22.2857142857143,0,0,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
34,9,0,0,0,0,0,0.142857142857143,6.78571428571429,14.2857142857143,19.9285714285714,24.5357142857143,27.3928571428571,56.1428571428571,76.5,75.3928571428571,68.1071428571429,70.0357142857143,73.6785714285714,74.5,69.2857142857143,52.7142857142857,34.8571428571429,11.9285714285714,0,0,0,0,0,0,0,14.3214285714286,22.8571428571429,24.8214285714286,24.6071428571429,22.3571428571429,24.8928571428571,26.0357142857143,23.6785714285714,24.8928571428571,26.2857142857143,26.25,25.6785714285714,28.8214285714286,65.9642857142857,73.3928571428571,56.3571428571429,55.8571428571429,72.75,74.6785714285714,41.7142857142857,0,0,0,0,0,0,0,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
35,0,0,0,0,0,0,0,0,0,25.0714285714286,71.5714285714286,112.714285714286,134.678571428571,120.928571428571,102.571428571429,107.25,90.5357142857143,93.5357142857143,101.821428571429,113.678571428571,109.857142857143,86.7857142857143,32.8214285714286,0,0,0,0,0,0,0,0,0,26.5,48.5714285714286,68.7142857142857,77,73,70.6071428571429,70.5357142857143,66,67.9285714285714,64.7142857142857,72.3928571428571,69.6785714285714,68.7857142857143,64.1785714285714,69.3214285714286,72.3928571428571,77,75.25,58.7142857142857,42.5357142857143,0,0,0,0,0,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
36,5,0,0,0,0,0,23.3214285714286,23.25,20.25,15.1785714285714,20.25,31.3571428571429,35.4285714285714,39.5,45.5714285714286,49.5714285714286,68.75,60.7142857142857,22.3928571428571,17.2142857142857,19.25,19.25,21.2142857142857,19.25,18.2142857142857,13.1428571428571,0,0,0,0,0,0,0,0,0,41.5,65.7142857142857,49.6071428571429,24.3214285714286,18.2142857142857,19.25,32.4285714285714,38.5,41.5,26.3214285714286,20.2857142857143,21.2142857142857,36.5,60.7142857142857,57.6785714285714,29.3214285714286,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
37,6,0,0,0,0,0,0,0,0,0,12.2142857142857,72.1785714285714,109.035714285714,127.821428571429,146.785714285714,143,128.464285714286,107.5,101.392857142857,75.8214285714286,57.8214285714286,41.0714285714286,15,0,0,0,0,0,0,0,0,0,0,0,30.0357142857143,67.1428571428571,86.4285714285714,101.5,98.25,80.6785714285714,94.6785714285714,89.2142857142857,82.25,51.8928571428571,38.1071428571429,36.1071428571429,33.3214285714286,38.7857142857143,40.3928571428571,40.3214285714286,42.8571428571429,39.3571428571429,30.5714285714286,16.2142857142857,0,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
38,0,0,0,0,0,0,0,0,42.5,81.6071428571429,105.428571428571,109.892857142857,101.571428571429,79.6071428571429,76.9285714285714,81.5714285714286,89.6428571428571,99,94.5714285714286,120.892857142857,109.821428571429,78.5,49.4285714285714,9.96428571428571,0,0,0,0,0,0,0,0,0,32.9285714285714,62.25,87.8928571428571,96.2142857142857,87.7142857142857,65.9642857142857,66.9642857142857,59.5714285714286,64.2142857142857,64.6428571428571,83.3928571428571,79.75,77.0357142857143,82.3928571428571,90.5,67,57.7857142857143,45.8928571428571,35.7142857142857,23.1071428571429,0,0,0,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
39,7,0,0,0,0,0,12.8928571428571,18.7857142857143,36.2857142857143,43.2857142857143,37.4642857142857,40.2142857142857,37.8571428571429,40.6428571428571,41.1785714285714,41.1785714285714,93.9642857142857,146.142857142857,84.7857142857143,31.75,16.2142857142857,16.8214285714286,14.5,12.8571428571429,9.85714285714286,6.92857142857143,0,0,0,0,0,0,2.85714285714286,13.75,13.75,16.6785714285714,17.1428571428571,23.3214285714286,47.4285714285714,92.5,99.9642857142857,86.6785714285714,36.1785714285714,23.4285714285714,20.5714285714286,20.5714285714286,21.6071428571429,97.7857142857143,112.75,36.6428571428571,0,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
40,6,0,0,0,0,0,0,0,0,3.07142857142857,51.4642857142857,92.3214285714286,109.464285714286,85.2857142857143,93.0714285714286,109.071428571429,100.321428571429,80.2857142857143,59.5357142857143,58.1071428571429,59,54.3928571428571,4.60714285714286,0,0,0,0,0,0,0,0,0,0,13.3571428571429,20.2142857142857,42.5,76.5357142857143,89.3214285714286,75.9642857142857,68.3928571428571,59.5,62.6071428571429,68.1428571428571,68.2857142857143,57.9642857142857,35.1785714285714,30.1428571428571,36.25,37.9642857142857,31.3214285714286,36.8928571428571,31.4285714285714,18.0357142857143,0,0,0,0,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
41,1,0,0,0,0,0,0,0,0,0,0,0,0,24.8571428571429,119.5,166.071428571429,127.321428571429,49.8214285714286,1.53571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1071428571429,21.6071428571429,25.25,25.25,21.8214285714286,24.7142857142857,25.2142857142857,25.2142857142857,25.2142857142857,25.2142857142857,27.1785714285714,25.25,29.0357142857143,29.25,25.2142857142857,25.2142857142857,21.3571428571429,26.6071428571429,24.1785714285714,19.2142857142857,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
42,8,0,0,0,0,0,0,0,0,24.3571428571429,46.5714285714286,89.5,101.035714285714,101.714285714286,98.3571428571429,83.0357142857143,107.357142857143,126.642857142857,82.6071428571429,36.5,45.9642857142857,49,18.25,0,0,0,0,0,0,0,0,0,0,40.5357142857143,65.8928571428571,57.8928571428571,45.9285714285714,47.1428571428571,49.2142857142857,49.1785714285714,48.0714285714286,45.5,37.4642857142857,42.4285714285714,60,60.3214285714286,50.6428571428571,62.5357142857143,70.3214285714286,71.9642857142857,62.2857142857143,26.6428571428571,16.9285714285714,0,0,0,0,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
43,7,0,0,0,0,0,0,0,5.35714285714286,14.2142857142857,16.2857142857143,17.8928571428571,15.3928571428571,23.9642857142857,57.4285714285714,90.8928571428571,96.8214285714286,77.9285714285714,33.2857142857143,1.78571428571429,0,0,0,0,0,0,0,0,0,0,16.3214285714286,18.6428571428571,15.6071428571429,15.7857142857143,17.0357142857143,15.0714285714286,15.9285714285714,14.1785714285714,14.1785714285714,16,15.0714285714286,15.9285714285714,14.7142857142857,17.0357142857143,16.1428571428571,33.1428571428571,51.5357142857143,59.3214285714286,48.4285714285714,21.1785714285714,0,0,0,0,0,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
44,9,0,0,0,0,0,0,0,0,0,2.21428571428571,32.6428571428571,76.8571428571429,83.8571428571429,75.4285714285714,83.8571428571429,84.8571428571429,80.1785714285714,68.2142857142857,41.8214285714286,13.0714285714286,0,0,0,0,0,0,0,0,0,0,18.75,21.7857142857143,20.25,20.2857142857143,21.7142857142857,21.7857142857143,21.6785714285714,18.8571428571429,21.6785714285714,20.3214285714286,21.6785714285714,36.3214285714286,58.4642857142857,50.0357142857143,41.2142857142857,39.8928571428571,36.8928571428571,48.6071428571429,59.25,43.5357142857143,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
45,3,0,0,0,0,0,0,13.0714285714286,17.4285714285714,15.8928571428571,18.1071428571429,18.0714285714286,35.6428571428571,60,65.1785714285714,73.7857142857143,80.5714285714286,81.6071428571429,66.0714285714286,48.3214285714286,20.3214285714286,0,0,0,0,0,0,0,0,0,0,18,29.7142857142857,20.9642857142857,21.0357142857143,21.6785714285714,20.3214285714286,17.3214285714286,18.8571428571429,30.3214285714286,62.3571428571429,33.3214285714286,23.25,23.1428571428571,21.7142857142857,18.0714285714286,21.0714285714286,16.6071428571429,76.2142857142857,96.0714285714286,24.0357142857143,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
46,9,0,0,0,0,0,0,0,14.4642857142857,46.9642857142857,58.8214285714286,56.1071428571429,68.6785714285714,78.4642857142857,81.3571428571429,90.1785714285714,81.5714285714286,87.5357142857143,88.1785714285714,63.6071428571429,33.8571428571429,13,0,0,0,0,0,0,0,0,19.5714285714286,26.1071428571429,29.5,25,18.5,20.4642857142857,21.5,19.8571428571429,21.0714285714286,23.5714285714286,56.2857142857143,72.25,74.6785714285714,66.5,60.2857142857143,52.5,57.8214285714286,65.5357142857143,78.8571428571429,52.9285714285714,0,0,0,0,0,0,0,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
47,8,0,0,0,0,0,0,0,3.10714285714286,28.8928571428571,56.3571428571429,91.1428571428571,87.0357142857143,63.2142857142857,58,79.6428571428571,97.9285714285714,90.3571428571429,86.5714285714286,60.6785714285714,23.75,1.25,0,0,0,0,0,0,0,0,0,0,45.6785714285714,52.3571428571429,34.3214285714286,31.1071428571429,31.9285714285714,36.9285714285714,37.6785714285714,35.3571428571429,37.6785714285714,28.1428571428571,32.6785714285714,39.3928571428571,42.7857142857143,36.6071428571429,33.8928571428571,66.2857142857143,87.8571428571429,49.3214285714286,41,26.9285714285714,0,0,0,0,0,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
48,5,0,0,0,0,0,0,18.25,31.8928571428571,34.1428571428571,50.1428571428571,68.2857142857143,72.8928571428571,59.25,54.6785714285714,61.5,70.6071428571429,52.3928571428571,25.0357142857143,27.3571428571429,27.3571428571429,29.6071428571429,27.3214285714286,27.3214285714286,25.0357142857143,22.7857142857143,15.9642857142857,0,0,0,0,0,0,38.75,77.4285714285714,84.25,47.8571428571429,25.0357142857143,20.5,27.3214285714286,38.75,54.6785714285714,41,25.0357142857143,25.0714285714286,25.0357142857143,9.14285714285714,36.4642857142857,82,86.5357142857143,56.9642857142857,0,0,0,0,0,0,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
49,9,0,0,0,0,0,0,0,0,0,21.0714285714286,70.0357142857143,73.1428571428571,49.25,69.1785714285714,75.4642857142857,69.8571428571429,84.5,81.5357142857143,19.75,0,0,0,0,0,0,0,0,0,0,0,0,26.0357142857143,46.2142857142857,53.9642857142857,38.8571428571429,17.8214285714286,17.8214285714286,16.5,14.8571428571429,14.8928571428571,16.3928571428571,18.3928571428571,23.9642857142857,49.6785714285714,47.6428571428571,37,35.75,35.75,37.5357142857143,39.6785714285714,25.0357142857143,0,0,0,0,0,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
50,3,0,0,0,4.53571428571429,1.07142857142857,2.28571428571429,18.4285714285714,37.8214285714286,42.4285714285714,35.0357142857143,57.3214285714286,82.8571428571429,91.2142857142857,102.75,111.285714285714,116.714285714286,114.607142857143,125.071428571429,109,57.5714285714286,37.8214285714286,22.7142857142857,6.67857142857143,0,0,0,0,0,0,0,0,26.0357142857143,67.25,95,98.5714285714286,66.5714285714286,27.8214285714286,20.5714285714286,22.7857142857143,27.2142857142857,35.25,43.8928571428571,48.9642857142857,51.1071428571429,60.0714285714286,60.3928571428571,63.3571428571429,98.8214285714286,115.178571428571,96.3571428571429,52,0,0,0,0,0,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
51,3,0,0,0,0,0,0,0,2.85714285714286,32.6428571428571,37.1428571428571,41.25,51.3928571428571,53.8571428571429,54.7857142857143,60.75,73.7857142857143,84.3928571428571,64.5357142857143,58.9285714285714,52.6428571428571,0.714285714285714,0,0,0,0,0,0,0,0,0,0,0,33.1071428571429,72,67.25,44.3571428571429,24.4642857142857,16.8928571428571,12.1071428571429,12.2857142857143,11.3928571428571,14.9285714285714,34.9285714285714,72.1071428571429,39.9285714285714,18.6071428571429,17.0714285714286,17,17.75,43.2142857142857,71.4642857142857,28.8214285714286,0,0,0,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
52,0,0,0,0,0,1.64285714285714,36.1785714285714,93.7142857142857,124.785714285714,118.571428571429,93.0357142857143,78,71.7142857142857,72.7142857142857,69.5,73.0714285714286,83.3928571428571,88.25,81.75,85.8928571428571,137.071428571429,145.928571428571,123.464285714286,47.8571428571429,0,0,0,0,0,0,0,0,81.1785714285714,100.535714285714,113.892857142857,89.3928571428571,69.5357142857143,65.25,62.1071428571429,55.5714285714286,55.5714285714286,61.3214285714286,64.1428571428571,72.7142857142857,66.8928571428571,78.5357142857143,105.285714285714,118.25,117.178571428571,102.178571428571,86.2142857142857,60.7857142857143,0,0,0,0,0,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
53,7,0,0,0,0,0,16.2857142857143,27.2142857142857,39.0357142857143,48.5,49.9285714285714,38.25,27.9642857142857,59.0714285714286,73.6428571428571,91.2142857142857,102.892857142857,90.8928571428571,81.6428571428571,75.0357142857143,76.4285714285714,55.3928571428571,37.3928571428571,7.28571428571429,0,0,0,0,0,0,33.0357142857143,41.8928571428571,47.0357142857143,36.9642857142857,27.9642857142857,27.9642857142857,27.9285714285714,31.0714285714286,27.8928571428571,26.5,28.6785714285714,28.8571428571429,25.75,44.8214285714286,55.8928571428571,64.6785714285714,113.178571428571,145.642857142857,116.321428571429,46,0,0,0,0,0,0,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
54,4,0,0,0,0,0,0,0,0,6.89285714285714,20.8571428571429,45.1428571428571,60.5714285714286,70.5714285714286,78.3214285714286,62.2857142857143,47.4285714285714,68.4285714285714,38.6428571428571,26.8928571428571,17.9285714285714,17.4285714285714,17.3928571428571,4.96428571428571,16.3928571428571,0,0,0,0,0,10.1071428571429,11.3214285714286,11.5,14.5714285714286,14.6428571428571,16.1785714285714,16.8214285714286,16.0714285714286,16.3214285714286,18.1428571428571,21.4285714285714,77.1785714285714,98.3928571428571,56.0357142857143,43.1428571428571,39.0357142857143,39.25,34.5357142857143,26.8571428571429,18.6071428571429,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
55,9,0,0,0,0,0,0,24.6428571428571,40.9285714285714,37.8214285714286,36.5714285714286,40.0714285714286,37.1071428571429,56.3214285714286,88.75,102.107142857143,73.1785714285714,65.25,55.4285714285714,42.5714285714286,40.1428571428571,38.8928571428571,34,22.2857142857143,6.42857142857143,0,0,0,0,0,13.6428571428571,25.5714285714286,16.4285714285714,20.9285714285714,22.7142857142857,23.2142857142857,19.2857142857143,20,24.5,24.3214285714286,20.8214285714286,30.6785714285714,87.5357142857143,107.25,66.4285714285714,55.2857142857143,49.7142857142857,71.25,92.0714285714286,50.8571428571429,0,0,0,0,0,0,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
56,8,0,0,0,0,0,0,0,15.1428571428571,46.9285714285714,68.9642857142857,93.0714285714286,104.571428571429,97.1071428571429,94.0714285714286,91.6785714285714,109.75,101.857142857143,76.3214285714286,74.4285714285714,58.7142857142857,43.1428571428571,34.1428571428571,27.25,18.2142857142857,0.607142857142857,0,0,0,0,0,42.3214285714286,64.25,55.7857142857143,46.3214285714286,46.25,41.3928571428571,39.7857142857143,43.5357142857143,44.4642857142857,38.6428571428571,40.9642857142857,59.2142857142857,64.8928571428571,67.6785714285714,63.0714285714286,65.2142857142857,74.2857142857143,95,102,60.8928571428571,0,0,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
57,0,0,0,0,0,0,0,52.2142857142857,86.1071428571429,116.714285714286,120.75,105.071428571429,92.9285714285714,90.3928571428571,85.3928571428571,76.6428571428571,62,59.7857142857143,64.1428571428571,71.6785714285714,74.5,93.3571428571429,109.535714285714,83.1071428571429,51.8214285714286,0,0,0,0,0,0,0,48.1785714285714,81.9285714285714,103.392857142857,80.1428571428571,72.9285714285714,71.7142857142857,61,53.5,50,53.4642857142857,60.6785714285714,71.3214285714286,69.4285714285714,81.9285714285714,99.6785714285714,121.678571428571,114.214285714286,99.8214285714286,76.2142857142857,24.9285714285714,0,0,0,0,0,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
58,9,0,0,0,0,0,0,0,0,0,52.2857142857143,79.5,74.7142857142857,62.8214285714286,57.2857142857143,67.3214285714286,69.5,75.1071428571429,73.9285714285714,64.9642857142857,31.1785714285714,7.92857142857143,0,0,0,0,0,0,0,0,13.7142857142857,21.0357142857143,21.7142857142857,20.3571428571429,19.5,23.9285714285714,21.6785714285714,18.8214285714286,18.7857142857143,21.75,36.0357142857143,73.8928571428571,68.7142857142857,45.6071428571429,39.7142857142857,45.7142857142857,48.4285714285714,61.6071428571429,60.7142857142857,34.8214285714286,0,0,0,0,0,0,0,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
59,4,0,0,0,0,0,2.96428571428571,35.4642857142857,79.5,93.5357142857143,90.3214285714286,45.5714285714286,34.7857142857143,34.25,34.2142857142857,37.5,90.3928571428571,175.785714285714,180.75,170.142857142857,107.428571428571,0,0,0,0,0,0,0,0,0,0,0,24.0357142857143,37.4642857142857,43.9642857142857,42.9285714285714,39.0714285714286,38.8214285714286,36.7142857142857,39.0714285714286,93.8928571428571,117.607142857143,121.214285714286,115.714285714286,86.0357142857143,66.0357142857143,63.5,63.5,63.5,55.1071428571429,40.2142857142857,24.2142857142857,0,0,0,0,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
