YEAR	TEST.ID	BLOCK	TRAP	TRAP_TYPE	TEST.DATE	NUMBER.OF.MOSQUITOES	SPECIES	LOCATION	LATITUDE	LONGITUDE
157	2019	49882	71XX S SOUTH SHORE DR	T079	GRAVID	2019-09-19 12:09:00	4	CULEX RESTUANS	41.76575252485466, -87.56246520793836	41.7657525248547	-87.5624652079384
158	2019	49874	55XX S NARRAGANSETT AVE	T242	GRAVID	2019-09-19 12:09:00	16	CULEX PIPIENS/RESTUANS	41.79168956384981, -87.78163597127872	41.7916895638498	-87.7816359712787
159	2019	49824	1XX N CENTRAL PARK DR	T030	GRAVID	2019-09-19 12:09:00	7	CULEX RESTUANS	41.8837717767951, -87.71616836510131	41.8837717767951	-87.7161683651013
160	2019	49801	91XX W HIGGINS RD	T009	GRAVID	2019-09-19 12:09:00	11	CULEX PIPIENS/RESTUANS	41.988586396324166, -87.85447335120561	41.9885863963242	-87.8544733512056
161	2019	49845	11XX W ROOSEVELT RD	T048	GRAVID	2019-09-19 12:09:00	5	CULEX RESTUANS	41.86691518161014, -87.65491884363057	41.8669151816101	-87.6549188436306
162	2019	49809	62XX N MCCLELLAN AVE	T236	GRAVID	2019-09-19 12:09:00	5	CULEX PIPIENS/RESTUANS	41.99496630402897, -87.77083721987879	41.994966304029	-87.7708372198788
163	2019	49856	22XX W 51ST ST	T061	GRAVID	2019-09-19 12:09:00	1	CULEX PIPIENS/RESTUANS	41.80104785720396, -87.68042473369341	41.801047857204	-87.6804247336934
164	2019	49889	50XX S UNION AVE	T082	GRAVID	2019-09-19 12:09:00	1	CULEX RESTUANS	41.802359308973436, -87.64307591923095	41.8023593089734	-87.643075919231
165	2019	49813	58XX N WESTERN AVE	T028	GRAVID	2019-09-19 12:09:00	8	CULEX PIPIENS	41.98724460846669, -87.68941677018957	41.9872446084667	-87.6894167701896
166	2019	49808	71XX N HARLEM AVE	T233	GRAVID	2019-09-19 12:09:00	2	CULEX RESTUANS	42.0106432736568, -87.80679730045945	42.0106432736568	-87.8067973004595
168	2019	49900	89XX S CARPENTER ST	T159	GRAVID	2019-09-19 12:09:00	3	CULEX RESTUANS	41.73144685817715, -87.64972225277589	41.7314468581772	-87.6497222527759
169	2019	49896	3XX W 104TH ST	T095	GRAVID	2019-09-19 12:09:00	15	CULEX PIPIENS/RESTUANS	41.70532764418326, -87.63295536539816	41.7053276441833	-87.6329553653982
170	2019	49818	17XX W ADDISON ST	T224	GRAVID	2019-09-19 12:09:00	15	CULEX PIPIENS	41.94704449504484, -87.67306105349785	41.9470444950448	-87.6730610534978
171	2019	49799	46XX N MILWAUKEE AVE	T003	GRAVID	2019-09-19 12:09:00	29	CULEX PIPIENS/RESTUANS	41.96537485879688, -87.75841171521544	41.9653748587969	-87.7584117152154
172	2019	49902	89XX S MUSKEGON AVE	T099	GRAVID	2019-09-19 12:09:00	3	CULEX PIPIENS/RESTUANS	41.73318787971678, -87.55562868950284	41.7331878797168	-87.5556286895028
174	2019	49901	6XX E 91ST PL	T227	GRAVID	2019-09-19 12:09:00	2	CULEX PIPIENS/RESTUANS	41.728490033986375, -87.60852430813071	41.7284900339864	-87.6085243081307
175	2019	49815	58XX N WESTERN AVE	T028	GRAVID	2019-09-19 12:09:00	4	CULEX RESTUANS	41.98724460846669, -87.68941677018957	41.9872446084667	-87.6894167701896
177	2019	49872	42XX W 65TH ST	T235	GRAVID	2019-09-19 12:09:00	15	CULEX PIPIENS/RESTUANS	41.7748411153277, -87.72800581922763	41.7748411153277	-87.7280058192276
178	2019	49830	14XX N HUMBOLDT DR	T033	GRAVID	2019-09-19 12:09:00	1	CULEX TERRITANS	41.90728487283588, -87.701394636759	41.9072848728359	-87.701394636759
179	2019	49820	58XX N RIDGE AVE	T231	GRAVID	2019-09-19 12:09:00	10	CULEX PIPIENS/RESTUANS	41.98788069188603, -87.66678507548095	41.987880691886	-87.6667850754809
180	2019	49873	42XX W 65TH ST	T235	GRAVID	2019-09-19 12:09:00	2	CULEX RESTUANS	41.7748411153277, -87.72800581922763	41.7748411153277	-87.7280058192276
181	2019	49906	101XX S STONY ISLAND AVE	T138	GRAVID	2019-09-19 12:09:00	10	CULEX PIPIENS/RESTUANS	41.71054240215372, -87.58455893336821	41.7105424021537	-87.5845589333682
182	2019	49812	58XX N PULASKI RD	T027	GRAVID	2019-09-19 12:09:00	7	CULEX PIPIENS/RESTUANS	41.986319851449004, -87.72837845617912	41.986319851449	-87.7283784561791
183	2019	49864	67XX S KEDZIE AVE	T066	GRAVID	2019-09-19 12:09:00	14	CULEX PIPIENS/RESTUANS	41.77119858797388, -87.70310660774493	41.7711985879739	-87.7031066077449
184	2019	49803	36XX N PITTSBURGH AVE	T011	GRAVID	2019-09-19 12:09:00	1	CULEX RESTUANS	41.94596109447193, -87.83294247349616	41.9459610944719	-87.8329424734962
185	2019	49870	82XX S KOSTNER AVE	T225	GRAVID	2019-09-19 12:09:00	23	CULEX PIPIENS/RESTUANS	41.7426704781299, -87.73155005887604	41.7426704781299	-87.731550058876
186	2019	49875	5XX W 72ND ST	T035	GRAVID	2019-09-19 12:09:00	6	CULEX PIPIENS/RESTUANS	41.76337092198238, -87.6378726141474	41.7633709219824	-87.6378726141474
187	2019	49827	5XX S CENTRAL AVE	T031	GRAVID	2019-09-19 12:09:00	9	CULEX RESTUANS	41.87287286249572, -87.7647365320396	41.8728728624957	-87.7647365320396
188	2019	49829	14XX N HUMBOLDT DR	T033	GRAVID	2019-09-19 12:09:00	3	CULEX RESTUANS	41.90728487283588, -87.701394636759	41.9072848728359	-87.701394636759
189	2019	49912	4XX E 130TH ST	T221	GRAVID	2019-09-19 12:09:00	21	CULEX PIPIENS/RESTUANS	41.65923601846575, -87.61201512813366	41.6592360184657	-87.6120151281337
190	2019	49816	45XX N CAMPBELL AVE	T220	GRAVID	2019-09-19 12:09:00	41	CULEX PIPIENS/RESTUANS	41.96440545399697, -87.69137039109717	41.964405453997	-87.6913703910972
191	2019	49890	9XX W GARFIELD BLVD	T226	GRAVID	2019-09-19 12:09:00	7	CULEX PIPIENS/RESTUANS	41.79436647814991, -87.64892513653469	41.7943664781499	-87.6489251365347
192	2019	49886	77XX S EBERHART AVE	T080	GRAVID	2019-09-19 12:09:00	41	CULEX PIPIENS/RESTUANS	41.75414841411549, -87.61272102258191	41.7541484141155	-87.6127210225819
193	2019	49869	63XX W 64TH ST	T155	GRAVID	2019-09-19 12:09:00	1	CULEX TERRITANS	41.77600539167921, -87.77940766760916	41.7760053916792	-87.7794076676092
194	2019	49877	39XX S ASHLAND AVE	T074	GRAVID	2019-09-19 12:09:00	1	CULEX RESTUANS	41.82085850772701, -87.66510809467968	41.820858507727	-87.6651080946797
195	2019	49848	22XX N CANNON DR	T054A	GRAVID	2019-09-19 12:09:00	14	CULEX PIPIENS/RESTUANS	41.92273664946568, -87.63244996720142	41.9227366494657	-87.6324499672014
196	2019	49826	5XX S CENTRAL AVE	T031	GRAVID	2019-09-19 12:09:00	18	CULEX PIPIENS/RESTUANS	41.87287286249572, -87.7647365320396	41.8728728624957	-87.7647365320396
197	2019	49857	35XX W 51ST ST	T062	GRAVID	2019-09-19 12:09:00	28	CULEX PIPIENS/RESTUANS	41.8005970872007, -87.7117303452467	41.8005970872007	-87.7117303452467
199	2019	49839	48XX W MONTANA ST	T222	GRAVID	2019-09-19 12:09:00	2	CULEX PIPIENS/RESTUANS	41.92528678345797, -87.74745912379434	41.925286783458	-87.7474591237943
200	2019	49836	25XX S MILLARD AVE	T152	GRAVID	2019-09-19 12:09:00	1	CULEX RESTUANS	41.845715401799, -87.7158985974353	41.845715401799	-87.7158985974353
201	2019	49832	17XX N PULASKI RD	T039	GRAVID	2019-09-19 12:09:00	4	CULEX RESTUANS	41.91356758228873, -87.72630030176042	41.9135675822887	-87.7263003017604
202	2019	49879	64XX S STONY ISLAND AVE	T077	GRAVID	2019-09-19 12:09:00	16	CULEX PIPIENS/RESTUANS	41.778128857884745, -87.58624503516381	41.7781288578847	-87.5862450351638
203	2019	49868	63XX W 64TH ST	T155	GRAVID	2019-09-19 12:09:00	6	CULEX PIPIENS/RESTUANS	41.77600539167921, -87.77940766760916	41.7760053916792	-87.7794076676092
204	2019	49865	22XX W 69TH ST	T069	GRAVID	2019-09-19 12:09:00	12	CULEX PIPIENS/RESTUANS	41.768485667016584, -87.67946342813606	41.7684856670166	-87.6794634281361
205	2019	49905	24XX E 105TH ST	T128	GRAVID	2019-09-19 12:09:00	2	CULEX PIPIENS/RESTUANS	41.704687213624375, -87.5642355621286	41.7046872136244	-87.5642355621286
206	2019	49852	21XX N CANNON DR	T054C	GRAVID	2019-09-19 12:09:00	13	CULEX PIPIENS/RESTUANS	41.921776903428494, -87.63214045192028	41.9217769034285	-87.6321404519203
207	2019	49899	89XX S CARPENTER ST	T159	GRAVID	2019-09-19 12:09:00	18	CULEX PIPIENS/RESTUANS	41.73144685817715, -87.64972225277589	41.7314468581772	-87.6497222527759
208	2019	49802	36XX N PITTSBURGH AVE	T011	GRAVID	2019-09-19 12:09:00	45	CULEX PIPIENS/RESTUANS	41.94596109447193, -87.83294247349616	41.9459610944719	-87.8329424734962
209	2019	49806	39XX N SPRINGFIELD AVE	T228	GRAVID	2019-09-19 12:09:00	7	CULEX PIPIENS/RESTUANS	41.95366415238544, -87.72498719138876	41.9536641523854	-87.7249871913888
210	2019	49828	14XX N HUMBOLDT DR	T033	GRAVID	2019-09-19 12:09:00	5	CULEX PIPIENS/RESTUANS	41.90728487283588, -87.701394636759	41.9072848728359	-87.701394636759
211	2019	49805	51XX N MONT CLARE AVE	T223	GRAVID	2019-09-19 12:09:00	48	CULEX PIPIENS/RESTUANS	41.974522761157274, -87.80458946950488	41.9745227611573	-87.8045894695049
212	2019	49817	45XX N CAMPBELL AVE	T220	GRAVID	2019-09-19 12:09:00	4	CULEX RESTUANS	41.96440545399697, -87.69137039109717	41.964405453997	-87.6913703910972
214	2019	49907	101XX S STONY ISLAND AVE	T138	GRAVID	2019-09-19 12:09:00	1	CULEX RESTUANS	41.71054240215372, -87.58455893336821	41.7105424021537	-87.5845589333682
215	2019	49843	11XX S CALIFORNIA AVE	T047	GRAVID	2019-09-19 12:09:00	7	CULEX PIPIENS/RESTUANS	41.86759925367238, -87.69578544257037	41.8675992536724	-87.6957854425704
216	2019	49863	52XX W 63RD ST	T065	GRAVID	2019-09-19 12:09:00	1	CULEX RESTUANS	41.77830515554422, -87.75436628603191	41.7783051555442	-87.7543662860319
217	2019	49833	70XX W ARMITAGE AVE	T151	GRAVID	2019-09-19 12:09:00	44	CULEX PIPIENS/RESTUANS	41.91613471854847, -87.80109280863755	41.9161347185485	-87.8010928086375
218	2019	49810	6XX W MONTROSE DR	T017	GRAVID	2019-09-19 12:09:00	6	CULEX PIPIENS/RESTUANS	41.96201463828783, -87.64684772570871	41.9620146382878	-87.6468477257087
219	2019	49909	131XX S BRANDON AVE	T209	GRAVID	2019-09-19 12:09:00	2	CULEX RESTUANS	41.657068875649955, -87.54604886505916	41.65706887565	-87.5460488650592
220	2019	49866	52XX S KOLMAR AVE	T114	GRAVID	2019-09-19 12:09:00	37	CULEX PIPIENS/RESTUANS	41.79821072626856, -87.73692496319906	41.7982107262686	-87.7369249631991
221	2019	49831	17XX N PULASKI RD	T039	GRAVID	2019-09-19 12:09:00	14	CULEX PIPIENS/RESTUANS	41.91356758228873, -87.72630030176042	41.9135675822887	-87.7263003017604
222	2019	49821	61XX W FULLERTON AVE	T013	GRAVID	2019-09-19 12:09:00	18	CULEX PIPIENS/RESTUANS	41.92388736426867, -87.77890991205359	41.9238873642687	-87.7789099120536
224	2019	49841	1XX N CENTRAL PARK DR	T030B	SENTINEL	2019-09-19 12:09:00	3	CULEX RESTUANS	41.88371129460932, -87.71609209177537	41.8837112946093	-87.7160920917754
225	2019	49911	37XX E 118TH ST	T212	GRAVID	2019-09-19 12:09:00	1	CULEX PIPIENS/RESTUANS	41.681034931122895, -87.53343646731054	41.6810349311229	-87.5334364673105
226	2019	49892	119XX S ASHLAND AVE	T090	GRAVID	2019-09-19 12:09:00	20	CULEX PIPIENS/RESTUANS	41.67688731618708, -87.66122192616795	41.6768873161871	-87.661221926168
227	2019	49867	52XX S KOLMAR AVE	T114	GRAVID	2019-09-19 12:09:00	42	CULEX PIPIENS/RESTUANS	41.79821072626856, -87.73692496319906	41.7982107262686	-87.7369249631991
228	2019	49884	71XX S SOUTH SHORE DR	T079	GRAVID	2019-09-19 12:09:00	4	CULEX TERRITANS	41.76575252485466, -87.56246520793836	41.7657525248547	-87.5624652079384
229	2019	49822	61XX W FULLERTON AVE	T013	GRAVID	2019-09-19 12:09:00	7	CULEX RESTUANS	41.92388736426867, -87.77890991205359	41.9238873642687	-87.7789099120536
230	2019	49844	11XX W ROOSEVELT RD	T048	GRAVID	2019-09-19 12:09:00	2	CULEX PIPIENS	41.86691518161014, -87.65491884363057	41.8669151816101	-87.6549188436306
231	2019	49797	41XX N OAK PARK AVE	T002	GRAVID	2019-09-19 12:09:00	37	CULEX PIPIENS/RESTUANS	41.956298856118664, -87.79751744482932	41.9562988561187	-87.7975174448293
232	2019	49842	25XX W GRAND AVE	T046	GRAVID	2019-09-19 12:09:00	6	CULEX PIPIENS/RESTUANS	41.89221998323666, -87.69169772868295	41.8922199832367	-87.691697728683
233	2019	49834	70XX W ARMITAGE AVE	T151	GRAVID	2019-09-19 12:09:00	9	CULEX RESTUANS	41.91613471854847, -87.80109280863755	41.9161347185485	-87.8010928086375
234	2019	49825	5XX S CENTRAL AVE	T031	GRAVID	2019-09-19 12:09:00	1	CULEX PIPIENS	41.87287286249572, -87.7647365320396	41.8728728624957	-87.7647365320396
235	2019	49897	3XX W 104TH ST	T095	GRAVID	2019-09-19 12:09:00	6	CULEX RESTUANS	41.70532764418326, -87.63295536539816	41.7053276441833	-87.6329553653982
236	2019	49860	35XX W 51ST ST	T062	GRAVID	2019-09-19 12:09:00	1	CULEX TERRITANS	41.8005970872007, -87.7117303452467	41.8005970872007	-87.7117303452467
237	2019	49835	25XX S MILLARD AVE	T152	GRAVID	2019-09-19 12:09:00	4	CULEX PIPIENS/RESTUANS	41.845715401799, -87.7158985974353	41.845715401799	-87.7158985974353
238	2019	49887	77XX S EBERHART AVE	T080	GRAVID	2019-09-19 12:09:00	3	CULEX RESTUANS	41.75414841411549, -87.61272102258191	41.7541484141155	-87.6127210225819
239	2019	49855	25XX W GRAND AVE	T046B	SENTINEL	2019-09-19 12:09:00	16	CULEX RESTUANS	41.891454520945864, -87.68976265642561	41.8914545209459	-87.6897626564256
240	2019	49850	22XX N CANNON DR	T054B	GRAVID	2019-09-19 12:09:00	12	CULEX PIPIENS/RESTUANS	41.92206380002785, -87.63223305992274	41.9220638000278	-87.6322330599227
241	2019	49847	11XX W CHICAGO AVE	T049	GRAVID	2019-09-19 12:09:00	3	CULEX RESTUANS	41.896131092623506, -87.65676212387862	41.8961310926235	-87.6567621238786
244	2019	49903	109XX S COTTAGE GROVE AVE	T102	GRAVID	2019-09-19 12:09:00	8	CULEX PIPIENS/RESTUANS	41.695494070048184, -87.60908176561364	41.6954940700482	-87.6090817656136
245	2019	49669	62XX N MCCLELLAN AVE	T236	GRAVID	2019-09-12 12:09:00	19	CULEX PIPIENS/RESTUANS	41.99496630402897, -87.77083721987879	41.994966304029	-87.7708372198788
246	2019	49653	41XX N OAK PARK AVE	T002	GRAVID	2019-09-12 12:09:00	50	CULEX PIPIENS/RESTUANS	41.956298856118664, -87.79751744482932	41.9562988561187	-87.7975174448293
247	2019	49721	35XX W 51ST ST	T062	GRAVID	2019-09-12 12:09:00	32	CULEX PIPIENS/RESTUANS	41.8005970872007, -87.7117303452467	41.8005970872007	-87.7117303452467
248	2019	49719	25XX W GRAND AVE	T046B	SENTINEL	2019-09-12 12:09:00	6	CULEX RESTUANS	41.891454520945864, -87.68976265642561	41.8914545209459	-87.6897626564256
249	2019	49740	5XX W 72ND ST	T035	GRAVID	2019-09-12 12:09:00	20	CULEX PIPIENS/RESTUANS	41.76337092198238, -87.6378726141474	41.7633709219824	-87.6378726141474
250	2019	49706	25XX W GRAND AVE	T046	GRAVID	2019-09-12 12:09:00	3	CULEX RESTUANS	41.89221998323666, -87.69169772868295	41.8922199832367	-87.691697728683
251	2019	49655	46XX N MILWAUKEE AVE	T003	GRAVID	2019-09-12 12:09:00	46	CULEX PIPIENS/RESTUANS	41.96537485879688, -87.75841171521544	41.9653748587969	-87.7584117152154
253	2019	49680	17XX W ADDISON ST	T224	GRAVID	2019-09-12 12:09:00	9	CULEX PIPIENS/RESTUANS	41.94704449504484, -87.67306105349785	41.9470444950448	-87.6730610534978
254	2019	49698	70XX W ARMITAGE AVE	T151	GRAVID	2019-09-12 12:09:00	8	CULEX RESTUANS	41.91613471854847, -87.80109280863755	41.9161347185485	-87.8010928086375
255	2019	49681	17XX W ADDISON ST	T224	GRAVID	2019-09-12 12:09:00	3	CULEX RESTUANS	41.94704449504484, -87.67306105349785	41.9470444950448	-87.6730610534978
257	2019	49692	14XX N HUMBOLDT DR	T033	GRAVID	2019-09-12 12:09:00	24	CULEX PIPIENS/RESTUANS	41.90728487283588, -87.701394636759	41.9072848728359	-87.701394636759
258	2019	49784	4XX E 130TH ST	T221	GRAVID	2019-09-12 12:09:00	39	CULEX PIPIENS/RESTUANS	41.65923601846575, -87.61201512813366	41.6592360184657	-87.6120151281337
259	2019	49654	41XX N OAK PARK AVE	T002	GRAVID	2019-09-12 12:09:00	39	CULEX PIPIENS/RESTUANS	41.956298856118664, -87.79751744482932	41.9562988561187	-87.7975174448293
260	2019	49781	4XX E 130TH ST	T221	GRAVID	2019-09-12 12:09:00	22	CULEX PIPIENS	41.65923601846575, -87.61201512813366	41.6592360184657	-87.6120151281337
261	2019	49769	89XX S MUSKEGON AVE	T099	GRAVID	2019-09-12 12:09:00	11	CULEX PIPIENS/RESTUANS	41.73318787971678, -87.55562868950284	41.7331878797168	-87.5556286895028
262	2019	49675	58XX N WESTERN AVE	T028	GRAVID	2019-09-12 12:09:00	24	CULEX PIPIENS/RESTUANS	41.98724460846669, -87.68941677018957	41.9872446084667	-87.6894167701896
263	2019	49713	22XX N CANNON DR	T054A	GRAVID	2019-09-12 12:09:00	14	CULEX RESTUANS	41.92273664946568, -87.63244996720142	41.9227366494657	-87.6324499672014
264	2019	49757	3XX W 104TH ST	T095	GRAVID	2019-09-12 12:09:00	9	CULEX PIPIENS/RESTUANS	41.70532764418326, -87.63295536539816	41.7053276441833	-87.6329553653982
265	2019	49744	10XX E 67TH ST	T073	GRAVID	2019-09-12 12:09:00	1	CULEX RESTUANS	41.773085401492715, -87.60016755939222	41.7730854014927	-87.6001675593922
267	2019	49707	11XX S CALIFORNIA AVE	T047	GRAVID	2019-09-12 12:09:00	20	CULEX PIPIENS/RESTUANS	41.86759925367238, -87.69578544257037	41.8675992536724	-87.6957854425704
269	2019	49685	61XX W FULLERTON AVE	T013	GRAVID	2019-09-12 12:09:00	6	CULEX RESTUANS	41.92388736426867, -87.77890991205359	41.9238873642687	-87.7789099120536
271	2019	49696	17XX N PULASKI RD	T039	GRAVID	2019-09-12 12:09:00	15	CULEX RESTUANS	41.91356758228873, -87.72630030176042	41.9135675822887	-87.7263003017604
272	2019	49775	101XX S STONY ISLAND AVE	T138	GRAVID	2019-09-12 12:09:00	10	CULEX PIPIENS/RESTUANS	41.71054240215372, -87.58455893336821	41.7105424021537	-87.5845589333682
274	2019	49723	37XX S PULASKI RD	T063	GRAVID	2019-09-12 12:09:00	23	CULEX PIPIENS/RESTUANS	41.82539825646484, -87.72396213667864	41.8253982564648	-87.7239621366786
275	2019	49712	22XX N CANNON DR	T054A	GRAVID	2019-09-12 12:09:00	15	CULEX PIPIENS/RESTUANS	41.92273664946568, -87.63244996720142	41.9227366494657	-87.6324499672014
276	2019	49686	1XX N CENTRAL PARK DR	T030	GRAVID	2019-09-12 12:09:00	18	CULEX PIPIENS/RESTUANS	41.8837717767951, -87.71616836510131	41.8837717767951	-87.7161683651013
277	2019	49750	77XX S EBERHART AVE	T080	GRAVID	2019-09-12 12:09:00	1	CULEX RESTUANS	41.75414841411549, -87.61272102258191	41.7541484141155	-87.6127210225819
278	2019	49774	24XX E 105TH ST	T128	GRAVID	2019-09-12 12:09:00	6	CULEX RESTUANS	41.704687213624375, -87.5642355621286	41.7046872136244	-87.5642355621286
279	2019	49756	17XX W 95TH ST	T094	GRAVID	2019-09-12 12:09:00	9	CULEX PIPIENS/RESTUANS	41.72128749967918, -87.66523570170051	41.7212874996792	-87.6652357017005
281	2019	49657	91XX W HIGGINS RD	T009	GRAVID	2019-09-12 12:09:00	50	CULEX PIPIENS/RESTUANS	41.988586396324166, -87.85447335120561	41.9885863963242	-87.8544733512056
282	2019	49672	58XX N PULASKI RD	T027	GRAVID	2019-09-12 12:09:00	49	CULEX PIPIENS/RESTUANS	41.986319851449004, -87.72837845617912	41.986319851449	-87.7283784561791
283	2019	49777	131XX S BRANDON AVE	T209	GRAVID	2019-09-12 12:09:00	13	CULEX PIPIENS/RESTUANS	41.657068875649955, -87.54604886505916	41.65706887565	-87.5460488650592
284	2019	49755	104XX S VINCENNES AVE	T089	GRAVID	2019-09-12 12:09:00	4	CULEX PIPIENS/RESTUANS	41.70433841525342, -87.65708427193195	41.7043384152534	-87.657084271932
287	2019	49701	13XX N LARAMIE AVE	T230	GRAVID	2019-09-12 12:09:00	18	CULEX PIPIENS/RESTUANS	41.904773447835936, -87.75568575289235	41.9047734478359	-87.7556857528923
288	2019	49785	4XX E 130TH ST	T221	GRAVID	2019-09-12 12:09:00	7	CULEX RESTUANS	41.65923601846575, -87.61201512813366	41.6592360184657	-87.6120151281337
289	2019	49722	35XX W 51ST ST	T062	GRAVID	2019-09-12 12:09:00	1	CULEX RESTUANS	41.8005970872007, -87.7117303452467	41.8005970872007	-87.7117303452467
290	2019	49670	6XX W MONTROSE DR	T017	GRAVID	2019-09-12 12:09:00	6	CULEX PIPIENS/RESTUANS	41.96201463828783, -87.64684772570871	41.9620146382878	-87.6468477257087
291	2019	49667	71XX N HARLEM AVE	T233	GRAVID	2019-09-12 12:09:00	33	CULEX PIPIENS/RESTUANS	42.0106432736568, -87.80679730045945	42.0106432736568	-87.8067973004595
292	2019	49682	58XX N RIDGE AVE	T231	GRAVID	2019-09-12 12:09:00	27	CULEX PIPIENS/RESTUANS	41.98788069188603, -87.66678507548095	41.987880691886	-87.6667850754809
293	2019	49674	58XX N WESTERN AVE	T028	GRAVID	2019-09-12 12:09:00	49	CULEX PIPIENS/RESTUANS	41.98724460846669, -87.68941677018957	41.9872446084667	-87.6894167701896
294	2019	49695	17XX N PULASKI RD	T039	GRAVID	2019-09-12 12:09:00	15	CULEX PIPIENS/RESTUANS	41.91356758228873, -87.72630030176042	41.9135675822887	-87.7263003017604
295	2019	49716	21XX N CANNON DR	T054C	GRAVID	2019-09-12 12:09:00	4	CULEX RESTUANS	41.921776903428494, -87.63214045192028	41.9217769034285	-87.6321404519203
296	2019	49665	39XX N SPRINGFIELD AVE	T228	GRAVID	2019-09-12 12:09:00	2	CULEX RESTUANS	41.95366415238544, -87.72498719138876	41.9536641523854	-87.7249871913888
298	2019	49711	11XX W CHICAGO AVE	T049	GRAVID	2019-09-12 12:09:00	7	CULEX RESTUANS	41.896131092623506, -87.65676212387862	41.8961310926235	-87.6567621238786
299	2019	49782	4XX E 130TH ST	T221	GRAVID	2019-09-12 12:09:00	50	CULEX PIPIENS/RESTUANS	41.65923601846575, -87.61201512813366	41.6592360184657	-87.6120151281337
300	2019	49717	20XX N DOMINICK ST	T240	GRAVID	2019-09-12 12:09:00	6	CULEX PIPIENS/RESTUANS	41.91867575415674, -87.66437444367844	41.9186757541567	-87.6643744436784
301	2019	49689	5XX S CENTRAL AVE	T031	GRAVID	2019-09-12 12:09:00	29	CULEX PIPIENS/RESTUANS	41.87287286249572, -87.7647365320396	41.8728728624957	-87.7647365320396
302	2019	49737	42XX W 65TH ST	T235	GRAVID	2019-09-12 12:09:00	8	CULEX RESTUANS	41.7748411153277, -87.72800581922763	41.7748411153277	-87.7280058192276
303	2019	49684	61XX W FULLERTON AVE	T013	GRAVID	2019-09-12 12:09:00	12	CULEX PIPIENS/RESTUANS	41.92388736426867, -87.77890991205359	41.9238873642687	-87.7789099120536
304	2019	49656	70XX N MOSELLE AVE	T008	GRAVID	2019-09-12 12:09:00	12	CULEX PIPIENS/RESTUANS	42.007997503125345, -87.77823496507851	42.0079975031253	-87.7782349650785
305	2019	49662	61XX N LEMONT AVE	T012	GRAVID	2019-09-12 12:09:00	13	CULEX PIPIENS/RESTUANS	41.99356436155678, -87.74542038704298	41.9935643615568	-87.745420387043
306	2019	49729	52XX S KOLMAR AVE	T114	GRAVID	2019-09-12 12:09:00	50	CULEX PIPIENS/RESTUANS	41.79821072626856, -87.73692496319906	41.7982107262686	-87.7369249631991
307	2019	49734	82XX S KOSTNER AVE	T225	GRAVID	2019-09-12 12:09:00	4	CULEX RESTUANS	41.7426704781299, -87.73155005887604	41.7426704781299	-87.731550058876
308	2019	49705	25XX W GRAND AVE	T046	GRAVID	2019-09-12 12:09:00	12	CULEX PIPIENS/RESTUANS	41.89221998323666, -87.69169772868295	41.8922199832367	-87.691697728683
