measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Sub-Saharan Africa - WB,Female,65 to 69,Alcohol use disorders,Percent,1990,0.0006489313987061437,0.0007523700630233175,0.0005434185774908749
Deaths,Sub-Saharan Africa - WB,Male,25 to 29,Opioid use disorders,Percent,1990,0.0006703003731221797,0.0008622564088266941,0.0004883689811449048
Deaths,Sub-Saharan Africa - WB,Female,25 to 29,Opioid use disorders,Percent,1990,0.00014952232967254973,0.0002188622454844862,0.00010497608157414211
Deaths,Sub-Saharan Africa - WB,Male,30 to 34,Opioid use disorders,Percent,1990,0.0008742849820782053,0.0010988839598176491,0.0006405039255172627
Deaths,Sub-Saharan Africa - WB,Female,30 to 34,Opioid use disorders,Percent,1990,0.0002643594851406609,0.0003626056705867883,0.00019804380232013537
Deaths,Sub-Saharan Africa - WB,Male,35 to 39,Opioid use disorders,Percent,1990,0.0009047076286150663,0.001146349349733378,0.0006844462880905357
Deaths,Sub-Saharan Africa - WB,Female,35 to 39,Opioid use disorders,Percent,1990,0.0002220322230496993,0.00030381681407564304,0.00016662417623388982
Deaths,Sub-Saharan Africa - WB,Male,40 to 44,Opioid use disorders,Percent,1990,0.0007013474567713404,0.0008642724087618508,0.0005494127268301365
Deaths,Sub-Saharan Africa - WB,Female,40 to 44,Opioid use disorders,Percent,1990,0.00014162307922432405,0.0001827718129809126,0.00011129705437081296
Deaths,Sub-Saharan Africa - WB,Male,45 to 49,Opioid use disorders,Percent,1990,0.000301479217909921,0.00037005975413705494,0.00023463827779811742
Deaths,Sub-Saharan Africa - WB,Female,45 to 49,Opioid use disorders,Percent,1990,8.879558159769851e-05,0.00013993573257958347,6.190853781946158e-05
Deaths,Sub-Saharan Africa - WB,Male,50 to 54,Opioid use disorders,Percent,1990,0.0001809829938868714,0.00021823864091018508,0.00014242012272184436
Deaths,Sub-Saharan Africa - WB,Female,50 to 54,Opioid use disorders,Percent,1990,0.00011632183498220323,0.00014404468508360786,9.462725762622356e-05
Deaths,Sub-Saharan Africa - WB,Male,55 to 59,Opioid use disorders,Percent,1990,0.00016679892587936052,0.00020847303113085002,0.0001297276277051002
Deaths,Sub-Saharan Africa - WB,Female,55 to 59,Opioid use disorders,Percent,1990,4.349908746596327e-05,5.866219358657337e-05,3.254225510606328e-05
Deaths,Sub-Saharan Africa - WB,Male,60 to 64,Opioid use disorders,Percent,1990,0.00021315254128595343,0.00026590177034772336,0.000169343461726246
Deaths,Sub-Saharan Africa - WB,Female,60 to 64,Opioid use disorders,Percent,1990,2.6969017261761765e-05,3.7044269801526694e-05,1.910509936325003e-05
Deaths,Sub-Saharan Africa - WB,Male,65 to 69,Opioid use disorders,Percent,1990,0.00020600706148632492,0.0002634179107448667,0.00015924075489728455
Deaths,Sub-Saharan Africa - WB,Female,65 to 69,Opioid use disorders,Percent,1990,2.7473597130948616e-05,3.6778888625586905e-05,1.9600969333767755e-05
Deaths,South Asia - WB,Male,25 to 29,Alcohol use disorders,Percent,1991,0.006006422958405524,0.006986973841592477,0.003923285556775654
Deaths,South Asia - WB,Female,25 to 29,Alcohol use disorders,Percent,1991,0.0002755903722106268,0.0003126518116129342,0.0002412815645042818
Deaths,South Asia - WB,Male,30 to 34,Alcohol use disorders,Percent,1991,0.010755209145568916,0.012551139334904664,0.0072498376912148825
Deaths,South Asia - WB,Female,30 to 34,Alcohol use disorders,Percent,1991,0.00044868618598785143,0.000525033774273817,0.00038383601417982596
Deaths,South Asia - WB,Male,35 to 39,Alcohol use disorders,Percent,1991,0.010369219466123947,0.01208565457526299,0.00707537400656917
Deaths,South Asia - WB,Female,35 to 39,Alcohol use disorders,Percent,1991,0.00097871679192199,0.0011504331241662068,0.0008304573219990653
Deaths,South Asia - WB,Male,40 to 44,Alcohol use disorders,Percent,1991,0.009014522324554103,0.010451105045237209,0.006027983465616632
Deaths,South Asia - WB,Female,40 to 44,Alcohol use disorders,Percent,1991,0.0007866499373598811,0.0009351079491773164,0.000666451208663848
Deaths,South Asia - WB,Male,45 to 49,Alcohol use disorders,Percent,1991,0.00901719257333786,0.010958376226569292,0.0059926048010914045
Deaths,South Asia - WB,Female,45 to 49,Alcohol use disorders,Percent,1991,0.0007816949308443999,0.0009164691081233368,0.0006661273511111888
Deaths,South Asia - WB,Male,50 to 54,Alcohol use disorders,Percent,1991,0.005325545800347522,0.00633689815085705,0.0034285388179297626
Deaths,South Asia - WB,Female,50 to 54,Alcohol use disorders,Percent,1991,0.0009289769189748596,0.0011242404440169433,0.0007650640728251273
Deaths,South Asia - WB,Male,55 to 59,Alcohol use disorders,Percent,1991,0.00459891511210619,0.005596744586751088,0.00290515231078788
Deaths,South Asia - WB,Female,55 to 59,Alcohol use disorders,Percent,1991,0.0003310321820583916,0.00039416869715613005,0.00027556749105559647
Deaths,South Asia - WB,Male,60 to 64,Alcohol use disorders,Percent,1991,0.002757719447590774,0.0033681905905853316,0.0017484523357607562
Deaths,South Asia - WB,Female,60 to 64,Alcohol use disorders,Percent,1991,0.0002041371479228363,0.00024554281221220213,0.0001655046888660404
Deaths,South Asia - WB,Male,65 to 69,Alcohol use disorders,Percent,1991,0.0018103782715892117,0.0022162370608374677,0.0011976693028252145
Deaths,South Asia - WB,Female,65 to 69,Alcohol use disorders,Percent,1991,0.00021447174453611685,0.00026134103994765413,0.00016779333581429514
Deaths,South Asia - WB,Male,25 to 29,Opioid use disorders,Percent,1991,0.0017784192368046473,0.0022043261894754544,0.001438871497834102
Deaths,South Asia - WB,Female,25 to 29,Opioid use disorders,Percent,1991,0.0005416015436848122,0.0006820323508052632,0.00043925994111550064
Deaths,South Asia - WB,Male,30 to 34,Opioid use disorders,Percent,1991,0.001493192186674352,0.0018057019597891178,0.0012650408079120715
Deaths,South Asia - WB,Female,30 to 34,Opioid use disorders,Percent,1991,0.0007028090017221782,0.0008739640299317366,0.0005749311970012735
Deaths,South Asia - WB,Male,35 to 39,Opioid use disorders,Percent,1991,0.0010168852633847965,0.0012369730667205969,0.0008522893901300427
Deaths,South Asia - WB,Female,35 to 39,Opioid use disorders,Percent,1991,0.0007191314865801478,0.0008927884472719374,0.000577674061405567
Deaths,South Asia - WB,Male,40 to 44,Opioid use disorders,Percent,1991,0.0009649670366602266,0.0011785618058964464,0.0008143256311576059
Deaths,South Asia - WB,Female,40 to 44,Opioid use disorders,Percent,1991,0.0005198438295642494,0.0006351140577204381,0.00042244485438012926
Deaths,South Asia - WB,Male,45 to 49,Opioid use disorders,Percent,1991,0.0008367266922791116,0.001054255536914129,0.0006638487701082605
Deaths,South Asia - WB,Female,45 to 49,Opioid use disorders,Percent,1991,0.0005598002852340369,0.000712794649956254,0.0004278184956911543
Deaths,South Asia - WB,Male,50 to 54,Opioid use disorders,Percent,1991,0.0005175121042162361,0.0006406725679188917,0.00041657085674275617
Deaths,South Asia - WB,Female,50 to 54,Opioid use disorders,Percent,1991,0.000500915418236123,0.0006137853895271507,0.00040042090175454004
Deaths,South Asia - WB,Male,55 to 59,Opioid use disorders,Percent,1991,0.0005817157295700805,0.0007393591291676887,0.0004566876611817577
Deaths,South Asia - WB,Female,55 to 59,Opioid use disorders,Percent,1991,0.0003644981549423688,0.0004600919945707138,0.0002898794204681031
Deaths,South Asia - WB,Male,60 to 64,Opioid use disorders,Percent,1991,0.0002704517607742268,0.0003434321391342683,0.0002103382234588495
Deaths,South Asia - WB,Female,60 to 64,Opioid use disorders,Percent,1991,0.0003257016550616867,0.0004179076618967751,0.0002451089305635926
Deaths,South Asia - WB,Male,65 to 69,Opioid use disorders,Percent,1991,0.00036381432869598423,0.0004744825739439465,0.00028263387845741
Deaths,South Asia - WB,Female,65 to 69,Opioid use disorders,Percent,1991,0.000320412590592162,0.00041053333211799455,0.0002420462475596874
Deaths,South Asia - WB,Male,25 to 29,Alcohol use disorders,Percent,1990,0.006389584305106002,0.0074782651309385694,0.004174838176069748
Deaths,South Asia - WB,Female,25 to 29,Alcohol use disorders,Percent,1990,0.00028064598949995126,0.00031935658595777603,0.00024481365277161435
Deaths,South Asia - WB,Male,30 to 34,Alcohol use disorders,Percent,1990,0.011204597215995154,0.012928112282654745,0.007439826507196206
Deaths,South Asia - WB,Female,30 to 34,Alcohol use disorders,Percent,1990,0.00045829084032849405,0.0005351631569190885,0.0003930806790624062
Deaths,South Asia - WB,Male,35 to 39,Alcohol use disorders,Percent,1990,0.010812976478183065,0.012648876681654807,0.007334378721789544
Deaths,South Asia - WB,Female,35 to 39,Alcohol use disorders,Percent,1990,0.0009911387776618172,0.001168335988719729,0.0008280528621328821
Deaths,South Asia - WB,Male,40 to 44,Alcohol use disorders,Percent,1990,0.009190644768832867,0.010763629807372985,0.006050700053094164
Deaths,South Asia - WB,Female,40 to 44,Alcohol use disorders,Percent,1990,0.0007913868008251754,0.0009456025451311307,0.0006610237011121922
Deaths,South Asia - WB,Male,45 to 49,Alcohol use disorders,Percent,1990,0.009145578475298469,0.011014208953421792,0.006265528704243798
Deaths,South Asia - WB,Female,45 to 49,Alcohol use disorders,Percent,1990,0.0008029854772353919,0.0009413732100043091,0.00067967424072448
Deaths,South Asia - WB,Male,50 to 54,Alcohol use disorders,Percent,1990,0.005350321451785751,0.00641572481721994,0.003509687439379256
Deaths,South Asia - WB,Female,50 to 54,Alcohol use disorders,Percent,1990,0.0009390707317116311,0.001132475094187776,0.0007727205729736934
Deaths,South Asia - WB,Male,55 to 59,Alcohol use disorders,Percent,1990,0.004619258826648473,0.005656949466500158,0.002937441151483704
Deaths,South Asia - WB,Female,55 to 59,Alcohol use disorders,Percent,1990,0.00033223188479002765,0.0003890449071077521,0.0002754511900495142
Deaths,South Asia - WB,Male,60 to 64,Alcohol use disorders,Percent,1990,0.002758785692910491,0.0033517156223284465,0.0017653041377874831
Deaths,South Asia - WB,Female,60 to 64,Alcohol use disorders,Percent,1990,0.0002056845035876655,0.00024277256018702279,0.00016737440463056197
Deaths,South Asia - WB,Male,65 to 69,Alcohol use disorders,Percent,1990,0.001799200596493551,0.002196196879544477,0.00118716754088985
Deaths,South Asia - WB,Female,65 to 69,Alcohol use disorders,Percent,1990,0.00021333038089944633,0.00025835039123053394,0.00016699316172586972
Deaths,South Asia - WB,Male,25 to 29,Opioid use disorders,Percent,1990,0.0019106785564112396,0.0023522611579879986,0.001550099480548133
Deaths,South Asia - WB,Female,25 to 29,Opioid use disorders,Percent,1990,0.0005504641157597927,0.0006877098656042384,0.0004489098166634914
Deaths,South Asia - WB,Male,30 to 34,Opioid use disorders,Percent,1990,0.0015718368356014273,0.0019064164554679823,0.0013186799959469346
Deaths,South Asia - WB,Female,30 to 34,Opioid use disorders,Percent,1990,0.0007137392910659962,0.0008890598952837418,0.0005852845841160923
Deaths,South Asia - WB,Male,35 to 39,Opioid use disorders,Percent,1990,0.001077382500258997,0.001296881341644633,0.0009101159127428405
Deaths,South Asia - WB,Female,35 to 39,Opioid use disorders,Percent,1990,0.0007329498940940726,0.0009105161680697762,0.0005890477117823079
Deaths,South Asia - WB,Male,40 to 44,Opioid use disorders,Percent,1990,0.0010042172353269966,0.0012015702418575057,0.0008579717413257215
Deaths,South Asia - WB,Female,40 to 44,Opioid use disorders,Percent,1990,0.0005235675260347402,0.0006382535900873367,0.0004265480334517452
Deaths,South Asia - WB,Male,45 to 49,Opioid use disorders,Percent,1990,0.0008585492854158996,0.0010634842576726865,0.0006870898769926111
Deaths,South Asia - WB,Female,45 to 49,Opioid use disorders,Percent,1990,0.0005750573594684961,0.0007309767864957048,0.000441773140902243
Deaths,South Asia - WB,Male,50 to 54,Opioid use disorders,Percent,1990,0.0005274150351266156,0.0006486958473927918,0.0004218224700153412
Deaths,South Asia - WB,Female,50 to 54,Opioid use disorders,Percent,1990,0.0005090034787873794,0.0006246150173944027,0.0004106087373922203
Deaths,South Asia - WB,Male,55 to 59,Opioid use disorders,Percent,1990,0.000588945654282252,0.000740302129382245,0.0004646586805332364
Deaths,South Asia - WB,Female,55 to 59,Opioid use disorders,Percent,1990,0.000366298064821697,0.0004618397615639255,0.0002923907693075485
Deaths,South Asia - WB,Male,60 to 64,Opioid use disorders,Percent,1990,0.00027421308616279363,0.0003453431971604224,0.00021212041123902422
Deaths,South Asia - WB,Female,60 to 64,Opioid use disorders,Percent,1990,0.0003307727936035624,0.0004265191157713801,0.00025035055853662487
Deaths,South Asia - WB,Male,65 to 69,Opioid use disorders,Percent,1990,0.00036619721874836487,0.00047331276967964265,0.0002845962731011645
Deaths,South Asia - WB,Female,65 to 69,Opioid use disorders,Percent,1990,0.00031837620892347356,0.0004073904227715503,0.00023873989931236334
Deaths,North America,Male,25 to 29,Alcohol use disorders,Percent,1991,0.007328597048303141,0.00779361715431124,0.006909838571592591
Deaths,North America,Female,25 to 29,Alcohol use disorders,Percent,1991,0.006542486291433656,0.007063850800707706,0.006074961258216562
Deaths,North America,Male,30 to 34,Alcohol use disorders,Percent,1991,0.012654986581573891,0.0132796071062709,0.012047974468948699
Deaths,North America,Female,30 to 34,Alcohol use disorders,Percent,1991,0.010387775235228136,0.01107627616901793,0.009758444561175568
Deaths,North America,Male,35 to 39,Alcohol use disorders,Percent,1991,0.018489701049286104,0.019396474281272964,0.01766103294151183
Deaths,North America,Female,35 to 39,Alcohol use disorders,Percent,1991,0.012405912906511706,0.013109553493257733,0.011722244008370308
Deaths,North America,Male,40 to 44,Alcohol use disorders,Percent,1991,0.02060827386491359,0.0215543379068371,0.019667259467667442
Deaths,North America,Female,40 to 44,Alcohol use disorders,Percent,1991,0.011781560577324872,0.012518628337982052,0.011041269391680989
Deaths,North America,Male,45 to 49,Alcohol use disorders,Percent,1991,0.01887177630871879,0.019659481501065824,0.017998007829150838
Deaths,North America,Female,45 to 49,Alcohol use disorders,Percent,1991,0.009163185060081382,0.009725764217370286,0.00861472172852742
Deaths,North America,Male,50 to 54,Alcohol use disorders,Percent,1991,0.014191059113672064,0.014797610412336298,0.01356522164917478
Deaths,North America,Female,50 to 54,Alcohol use disorders,Percent,1991,0.00649279197744784,0.006825359661605103,0.006166400929175143
Deaths,North America,Male,55 to 59,Alcohol use disorders,Percent,1991,0.010044999060036551,0.010399482079392739,0.00967838095103784
Deaths,North America,Female,55 to 59,Alcohol use disorders,Percent,1991,0.004324513791195544,0.004551377928006089,0.0041179980387390245
Deaths,North America,Male,60 to 64,Alcohol use disorders,Percent,1991,0.006854679239844323,0.0071337867796835526,0.006587695080916394
Deaths,North America,Female,60 to 64,Alcohol use disorders,Percent,1991,0.0027802294684058076,0.002922741078156098,0.0026399155516497797
Deaths,North America,Male,65 to 69,Alcohol use disorders,Percent,1991,0.004335595345007404,0.00452624954498709,0.004172429937354133
Deaths,North America,Female,65 to 69,Alcohol use disorders,Percent,1991,0.0017257112546398934,0.0018278883535892366,0.0016253666664056271
Deaths,Middle East & North Africa - WB,Male,25 to 29,Alcohol use disorders,Percent,1990,0.0017042693979989845,0.0021213048444190755,0.000980483883929073
Deaths,Middle East & North Africa - WB,Female,25 to 29,Alcohol use disorders,Percent,1990,0.0008473802271602161,0.0009764039448568231,0.0007370699153133945
Deaths,Middle East & North Africa - WB,Male,30 to 34,Alcohol use disorders,Percent,1990,0.002472330446519608,0.003120288470320475,0.0016970299791495079
Deaths,Middle East & North Africa - WB,Female,30 to 34,Alcohol use disorders,Percent,1990,0.0008965042145587684,0.0010362926309617384,0.0007818510274650398
Deaths,Middle East & North Africa - WB,Male,35 to 39,Alcohol use disorders,Percent,1990,0.0027419919148045963,0.0034162260044581544,0.0018861673880594028
Deaths,Middle East & North Africa - WB,Female,35 to 39,Alcohol use disorders,Percent,1990,0.000873100425025979,0.0010382759049745013,0.0007465743171350617
Deaths,Middle East & North Africa - WB,Male,40 to 44,Alcohol use disorders,Percent,1990,0.0027311915056215173,0.003403689348620339,0.0020309294752587233
